instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
500_150_4_16,GH + HC,3600.0,197.56,255997.58,50877.0,17.0,76.277,19,69
500_150_4_17,LB,3600.0,-,255980.5,-,-,-,-,-
500_150_4_17,BinP,3600.0,842.94,256001.2,-,-,-,-,-
500_150_4_17,3Idx,3600.0,3601.75,292619.98,-,-,-,-,-
500_150_4_17,GH,3600.0,0.00,308765.32,-,-,-,-,-
500_150_4_17,GH + HC,3600.0,228.12,256001.2,49910.0,16.0,90.354,21,71
500_150_4_18,LB,3600.0,-,255993.88,-,-,-,-,-
500_150_4_18,BinP,3600.0,972.69,256003.64,-,-,-,-,-
500_150_4_18,3Idx,3600.0,3601.70,269831.78,-,-,-,-,-
500_150_4_18,GH,3600.0,0.00,308292.64,-,-,-,-,-
500_150_4_18,GH + HC,3600.0,201.72,256006.08,50996.0,17.0,81.98,21,71
500_150_4_19,LB,3600.0,-,255991.44,-,-,-,-,-
500_150_4_19,BinP,3600.0,1073.52,256004.82,-,-,-,-,-
500_150_4_19,3Idx,3600.0,3601.68,274397.4,-,-,-,-,-
500_150_4_19,GH,3600.0,0.00,304783.9,-,-,-,-,-
500_150_4_19,GH + HC,3600.0,196.22,256004.82,52112.0,17.0,74.032,20,70
