instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
750_130_7_14,GH + HC,3600.0,332.03,692256.96,57259.0,8.0,120.137,22,72
750_130_7_15,LB,3600.0,-,692248.46,-,-,-,-,-
750_130_7_15,BinP,3600.0,2062.08,692250.9,-,-,-,-,-
750_130_7_15,GH,3600.0,0.00,752878.96,-,-,-,-,-
750_130_7_15,GH + HC,3600.0,423.19,692250.9,60628.0,8.0,145.34,25,75
750_130_7_16,LB,3600.0,-,692250.82,-,-,-,-,-
750_130_7_16,BinP,3600.0,2612.01,692264.2,-,-,-,-,-
750_130_7_16,GH,3600.0,0.00,752527.47,-,-,-,-,-
750_130_7_16,GH + HC,3600.0,414.38,692266.64,60261.0,8.0,106.484,19,69
750_130_7_17,LB,3600.0,-,692244.84,-,-,-,-,-
750_130_7_17,BinP,3600.0,2242.03,692248.46,-,-,-,-,-
750_130_7_17,GH,3600.0,0.00,751757.84,-,-,-,-,-
750_130_7_17,GH + HC,3600.0,345.33,692248.46,59509.0,8.0,144.432,22,72
750_130_7_18,LB,3600.0,-,692239.96,-,-,-,-,-
750_130_7_18,BinP,3600.0,1675.19,692250.9,-,-,-,-,-
750_130_7_18,GH,3600.0,0.00,754278.82,-,-,-,-,-
750_130_7_18,GH + HC,3600.0,358.54,692250.9,62028.0,8.0,122.654,23,73
750_130_7_19,LB,3600.0,-,692241.22,-,-,-,-,-
750_130_7_19,BinP,3600.0,2070.53,692246.1,-,-,-,-,-
750_130_7_19,GH,3600.0,0.00,751630.59,-,-,-,-,-
750_130_7_19,GH + HC,3600.0,344.06,692246.1,59384.0,8.0,132.995,23,73
